index,prob_p1,is_p1,prob_pt
2,0.005135908518493528,FALSE,0.4967983804218198
2,0.060120941615766706,FALSE,0.8421052631578937
20,0,FALSE,1
10,0.07474641969940131,FALSE,0.2650447879028723
11,0.36617948953641555,TRUE,0.36617948953641555
7,3.0813335048280747e-10,FALSE,0.3344347258559694
20,0,FALSE,1
2,0.2874834435827817,FALSE,0.7077267637177981
14,0,FALSE,0.23659108024433106
9,0.12119670338911762,FALSE,0.839999999999998
12,0.664646464646464,TRUE,0.664646464646464
11,0.005268557505289929,FALSE,0.22140932218328224
18,0,FALSE,1
17,0.14671814671814676,FALSE,0.3333333333333332
11,0.024044454834113396,FALSE,0.2036462081688091
20,0,FALSE,1
5,0.002027734918473047,FALSE,0.8488372093023259
18,0,FALSE,0.8538461538461538
13,0.004152015416095513,FALSE,0.741960784313726
3,9.310968737782482e-5,FALSE,0.3646629476128208
7,0.8493150684931532,TRUE,0.8493150684931532
10,0.1451368918280329,FALSE,0.8873239436619701
20,0,FALSE,1
13,0.13982889802006443,FALSE,1
18,0.9130434782608692,FALSE,1
9,0.2360220927444303,FALSE,0.7812187812187822
16,0.4414999137484906,TRUE,0.4414999137484906
12,0.002646002646002639,FALSE,0.4371983319351739
16,0.11664002475119897,FALSE,0.48651575310679035
5,0.721999465383591,FALSE,0.8505747126436823
17,5.159958720330242e-5,FALSE,0.14757481940144498
14,0.015697774711057436,FALSE,0.45360962566844765
4,1,TRUE,1
10,0.03289958794187802,FALSE,0.830508474576269
6,0.0723846907031213,FALSE,1
19,0,FALSE,0.5947712418300652
13,0,FALSE,0.5520386590154032
7,1,TRUE,1
15,0.07747678018575863,FALSE,0.6691176470588236
13,0.02790993689994791,FALSE,0.6352087114337569
16,0.14757481940144498,FALSE,1
8,0.011361040041285153,FALSE,0.7440559440559462
17,1.165501165501165e-4,FALSE,0.38181818181818156
9,0.05550462901798149,FALSE,1
15,0.07683215130023634,FALSE,0.0570265627064887
8,0.12378200566740909,TRUE,0.12378200566740909
17,0,FALSE,0.8142857142857142
8,0.27931957304131205,FALSE,0.7114337568058078
9,6.565761282742395e-5,FALSE,0.8103448275862026
13,2.761444084547645e-12,FALSE,0.12077200943368038
4,1,TRUE,1
8,1.1400643193381831e-5,FALSE,0.5786329535982209
12,0.020413284287661114,FALSE,1
17,0.0061538461538461564,FALSE,0.8888888888888886
5,0.23934022761721627,FALSE,0.5957706163406999
4,0.8488372093023259,TRUE,0.8488372093023259
15,0.03719806763285025,FALSE,1
2,0.4149085374951508,FALSE,0.4967983804218198
16,0.5045584045584044,TRUE,0.5045584045584044
16,0.0027667984189723317,FALSE,0.7608695652173908
5,0.05210784726466165,TRUE,0.05210784726466165
20,0.055555555555555566,FALSE,0.3888888888888889
7,0.34571451604635206,FALSE,0.8705882352941218
11,0.057735754330181584,FALSE,1
17,1,TRUE,1
7,0.0034940132296026726,FALSE,1
13,6.843492472647196e-4,FALSE,1
13,0.32722422469211626,TRUE,0.32722422469211626
17,0.1750000000000001,FALSE,0.8846153846153848
19,0,FALSE,0.9473684210526315
18,1,TRUE,1
14,0.020370370370370348,FALSE,0.1570733863837315
18,8.234519104084323e-5,FALSE,0.141304347826087
16,0.0016939582156973478,FALSE,1
9,0.21907455370269135,FALSE,1
17,4.2016806722689073e-4,FALSE,1
